Year,Program,Category,Expense,Revenue
2019,Solid Waste Management Services,Contribution To Reserves/Reserve Funds,74743855.97,
2019,Solid Waste Management Services,Equipment,254153.24,
2019,Solid Waste Management Services,Inter-Divisional Charges,36432807.71,
2019,Solid Waste Management Services,Materials & Supplies,8221837.54,
2019,Solid Waste Management Services,Other Expenditures,46332379.46,
2019,Solid Waste Management Services,Salaries And Benefits,99777549.66,
2019,Solid Waste Management Services,Service And Rent,145857591,
2019,Theatres,Contribution To Reserves/Reserve Funds,2392371.99,
2019,Theatres,Equipment,237999.96,
2019,Theatres,Materials & Supplies,3373320.32,
2019,Theatres,Other Expenditures,1415216.96,
2019,Theatres,Salaries And Benefits,17048247.99,
2019,Theatres,Service And Rent,12892851.24,
2019,Toronto & Region Conservation Authority,Equipment,1019800,
2019,Toronto & Region Conservation Authority,Materials & Supplies,4821413.85,
2019,Toronto & Region Conservation Authority,Salaries And Benefits,41574925,
2019,Toronto & Region Conservation Authority,Service And Rent,3948600,
2019,Toronto Building,Contribution To Reserves/Reserve Funds,1949271.73,
2019,Toronto Building,Equipment,301788.43,
2019,Toronto Building,Inter-Divisional Charges,1894728.2,
2019,Toronto Building,Materials & Supplies,130538.69,
2019,Toronto Building,Other Expenditures,515803.96,
2019,Toronto Building,Salaries And Benefits,52420724.44,
2019,Toronto Building,Service And Rent,2588258.28,
2019,Toronto Employment & Social Services,Contribution To Reserves/Reserve Funds,1147191.11,
2019,Toronto Employment & Social Services,Equipment,430471.47,
2019,Toronto Employment & Social Services,Inter-Divisional Charges,18831565.13,
2019,Toronto Employment & Social Services,Materials & Supplies,12915280.78,
2019,Toronto Employment & Social Services,Other Expenditures,849696003.4,
2019,Toronto Employment & Social Services,Salaries And Benefits,181047406.6,
2019,Toronto Employment & Social Services,Service And Rent,83514841.78,
2019,Toronto Paramedic Services,Contributions to Capital,831300,
2019,Toronto Paramedic Services,Contribution To Reserves/Reserve Funds,8344631.18,
2019,Toronto Paramedic Services,Equipment,1059086.53,
2019,Toronto Paramedic Services,Inter-Divisional Charges,10610574.96,
2019,Toronto Paramedic Services,Materials & Supplies,7306716.91,
2019,Toronto Paramedic Services,Other Expenditures,24343,
2019,Toronto Paramedic Services,Salaries And Benefits,195399874,
2019,Toronto Paramedic Services,Service And Rent,9979777.63,
2019,Toronto Parking Authority,Equipment,7475331.04,
2019,Toronto Parking Authority,Materials & Supplies,7584936.92,
2019,Toronto Parking Authority,Other Expenditures,66538245.78,
2019,Toronto Parking Authority,Salaries And Benefits,28513069,
2019,Toronto Parking Authority,Service And Rent,57026015.04,
2019,Toronto Police Service,Contribution To Reserves/Reserve Funds,51259067.74,
2019,Toronto Police Service,Equipment,4584599.96,
2019,Toronto Police Service,Inter-Divisional Charges,21630800.55,
2019,Toronto Police Service,Materials & Supplies,21260199.88,
2019,Toronto Police Service,Salaries And Benefits,1019585304,
2019,Toronto Police Service,Service And Rent,54428324.26,
2019,Toronto Police Services Board,Contribution To Reserves/Reserve Funds,529000,
2019,Toronto Police Services Board,Inter-Divisional Charges,575700,
2019,Toronto Police Services Board,Materials & Supplies,7599.96,
2019,Toronto Police Services Board,Salaries And Benefits,1186400,
2019,Toronto Police Services Board,Service And Rent,2462300.04,
2019,Toronto Public Health,Contribution To Reserves/Reserve Funds,1377103.92,
2019,Toronto Public Health,Equipment,960409.57,
2019,Toronto Public Health,Inter-Divisional Charges,15592808.97,
2019,Toronto Public Health,Materials & Supplies,3510763.23,
2019,Toronto Public Health,Other Expenditures,15542668.59,
2019,Toronto Public Health,Salaries And Benefits,187789675.1,
2019,Toronto Public Health,Service And Rent,30505802.4,
2019,Toronto Public Library,Contributions to Capital,1778000,
2019,Toronto Public Library,Contribution To Reserves/Reserve Funds,951542.68,
2019,Toronto Public Library,Equipment,846168,
2019,Toronto Public Library,Materials & Supplies,30230538.81,
2019,Toronto Public Library,Salaries And Benefits,151679844,
2019,Toronto Public Library,Service And Rent,21394012,
2019,Toronto Transit Commission - Conventional,Contribution To Reserves/Reserve Funds,25200000,
2019,Toronto Transit Commission - Conventional,Equipment,25954199.64,
2019,Toronto Transit Commission - Conventional,Materials & Supplies,292351799.6,
2019,Toronto Transit Commission - Conventional,Other Expenditures,8763500,
2019,Toronto Transit Commission - Conventional,Salaries And Benefits,1395023600,
2019,Toronto Transit Commission - Conventional,Service And Rent,163247300,
2019,Toronto Transit Commission - Wheel Trans,Contribution To Reserves/Reserve Funds,350000,
2019,Toronto Transit Commission - Wheel Trans,Materials & Supplies,14878193.99,
2019,Toronto Transit Commission - Wheel Trans,Other Expenditures,143300.02,
2019,Toronto Transit Commission - Wheel Trans,Salaries And Benefits,69115203,
2019,Toronto Transit Commission - Wheel Trans,Service And Rent,64532200.37,
2019,Toronto Water,Contribution To Reserves/Reserve Funds,877651106.8,
2019,Toronto Water,Equipment,3684546.49,
2019,Toronto Water,Inter-Divisional Charges,66660399.73,
2019,Toronto Water,Materials & Supplies,109196201.3,
2019,Toronto Water,Other Expenditures,18517576.26,
2019,Toronto Water,Salaries And Benefits,186450967.1,
2019,Toronto Water,Service And Rent,69228892.68,
2019,Toronto Zoo,Contribution To Reserves/Reserve Funds,1153087.3,
2019,Toronto Zoo,Equipment,493949.76,
2019,Toronto Zoo,Materials & Supplies,8540968.39,
2019,Toronto Zoo,Other Expenditures,3747.37,
2019,Toronto Zoo,Salaries And Benefits,31383998.77,
2019,Toronto Zoo,Service And Rent,11509164.64,
2019,Transportation Services,Contribution To Reserves/Reserve Funds,28667943.57,
2019,Transportation Services,Equipment,778314.01,
2019,Transportation Services,Inter-Divisional Charges,22364204.95,
2019,Transportation Services,Materials & Supplies,53292974.36,
2019,Transportation Services,Other Expenditures,1210169.66,
2019,Transportation Services,Salaries And Benefits,113651349,
2019,Transportation Services,Service And Rent,176324120.2,
2019,Yonge-Dundas Square,Contribution To Reserves/Reserve Funds,53100.33,
2019,Yonge-Dundas Square,Equipment,40000,
2019,Yonge-Dundas Square,Materials & Supplies,231500.67,
2019,Yonge-Dundas Square,Salaries And Benefits,806724,
2019,Yonge-Dundas Square,Service And Rent,2311103.04,
2019,311 Toronto,Contribution From Reserves/Reserve Funds,,290495
2019,311 Toronto,Inter-Divisional Recoveries,,6750614
2019,311 Toronto,Sundry and Other Revenues,,18000
2019,311 Toronto,Transfers from Capital Fund,,2121472.85
2019,Affordable Housing Office,Contribution From Reserves/Reserve Funds,,7498999
2019,Affordable Housing Office,Inter-Divisional Recoveries,,135594.19
2019,Affordable Housing Office,Provincial Subsidies,,2272256.77
2019,Arena Boards of Management,Sundry and Other Revenues,,1109660.38
2019,Arena Boards of Management,User Fees & Donations,,8690455.84
2019,Association of Community Centres,Sundry and Other Revenues,,1500
2019,Association of Community Centres,User Fees & Donations,,314640
2019,Capital & Corporate Finance / Non-Program,Contribution From Reserves/Reserve Funds,,54361768.39
2019,Capital & Corporate Finance / Non-Program,Inter-Divisional Recoveries,,2985708
2019,Capital & Corporate Finance / Non-Program,Provincial Subsidies,,3602805
2019,Capital & Corporate Finance / Non-Program,Sundry and Other Revenues,,5706839.17
2019,Children's Services,Contribution From Reserves/Reserve Funds,,7581201
2019,Children's Services,Federal Subsidies,,28671035
2019,Children's Services,Inter-Divisional Recoveries,,10200000
2019,Children's Services,Provincial Subsidies,,485222619.3
2019,Children's Services,Transfers from Capital Fund,,771941
2019,Children's Services,User Fees & Donations,,38191100.15
2019,City Clerk's Office,Contribution From Reserves/Reserve Funds,,6546492.73
2019,City Clerk's Office,Inter-Divisional Recoveries,,10490394.67
2019,City Clerk's Office,Sundry and Other Revenues,,664896.22
2019,City Clerk's Office,Transfers from Capital Fund,,2344721.01
2019,City Clerk's Office,User Fees & Donations,,259554.99
2019,City Council,Contribution From Reserves/Reserve Funds,,540150
2019,City Council,Sundry and Other Revenues,,45000
2019,City Manager's Office,Contribution From Reserves/Reserve Funds,,833738.38
2019,City Manager's Office,Inter-Divisional Recoveries,,4890586.38
2019,City Manager's Office,Other Subsidies,,650000
2019,City Manager's Office,Sundry and Other Revenues,,544192.47
2019,City Manager's Office,Transfers from Capital Fund,,2987838.72
2019,City Planning,Contribution From Reserves/Reserve Funds,,3654750.4
2019,City Planning,Inter-Divisional Recoveries,,195000
2019,City Planning,Sundry and Other Revenues,,1907703.1
2019,City Planning,Transfers from Capital Fund,,4390796.43
2019,City Planning,User Fees & Donations,,29360703.56
2019,Court Services,Inter-Divisional Recoveries,,3261972.22
2019,Court Services,Sundry and Other Revenues,,55257000.08
2019,Court Services,User Fees & Donations,,283590
2019,CreateTO,Sundry and Other Revenues,,12841142.35
2019,Economic Development & Culture,Contribution From Reserves/Reserve Funds,,1523778.93
2019,Economic Development & Culture,Federal Subsidies,,79035
2019,Economic Development & Culture,Inter-Divisional Recoveries,,1647640.53
2019,Economic Development & Culture,Licences & Permits Revenue,,1364871.2
2019,Economic Development & Culture,Other Subsidies,,37000
2019,Economic Development & Culture,Provincial Subsidies,,262700
2019,Economic Development & Culture,Sundry and Other Revenues,,4633287
2019,Economic Development & Culture,Transfers from Capital Fund,,1416510.09
2019,Economic Development & Culture,User Fees & Donations,,1477928.36
2019,Engineering & Construction Services,Inter-Divisional Recoveries,,788266.38
2019,Engineering & Construction Services,Licences & Permits Revenue,,1729750
2019,Engineering & Construction Services,Sundry and Other Revenues,,4322557.12
2019,Engineering & Construction Services,Transfers from Capital Fund,,56557535.79
2019,Engineering & Construction Services,User Fees & Donations,,8836596.47
2019,Exhibition Place,Contribution From Reserves/Reserve Funds,,1787500
2019,Exhibition Place,Other Subsidies,,969110
2019,Exhibition Place,Sundry and Other Revenues,,12643279
2019,Exhibition Place,User Fees & Donations,,41354759
2019,"Facilities, Real Estate, Environment & Energy",Contribution From Reserves/Reserve Funds,,6261277.59
2019,"Facilities, Real Estate, Environment & Energy",Federal Subsidies,,205959.05
2019,"Facilities, Real Estate, Environment & Energy",Inter-Divisional Recoveries,,53014879.69
2019,"Facilities, Real Estate, Environment & Energy",Provincial Subsidies,,293000
2019,"Facilities, Real Estate, Environment & Energy",Sundry and Other Revenues,,13822652.39
2019,"Facilities, Real Estate, Environment & Energy",Transfers from Capital Fund,,12318682.06
2019,"Facilities, Real Estate, Environment & Energy",User Fees & Donations,,48330097.38
2019,Fire Services,Contribution From Reserves/Reserve Funds,,130000
2019,Fire Services,Inter-Divisional Recoveries,,227007
2019,Fire Services,Provincial Subsidies,,400000
2019,Fire Services,Sundry and Other Revenues,,110800.35
2019,Fire Services,Transfers from Capital Fund,,128581
2019,Fire Services,User Fees & Donations,,17289822.25
2019,Fleet Services,Inter-Divisional Recoveries,,51909515.22
2019,Fleet Services,Sundry and Other Revenues,,6082662.43
2019,Fleet Services,Transfers from Capital Fund,,422221.37
2019,Heritage Toronto,Federal Subsidies,,94890
2019,Heritage Toronto,Sundry and Other Revenues,,40250.01
2019,Heritage Toronto,User Fees & Donations,,575651
2019,Information & Technology,Contribution From Reserves/Reserve Funds,,4675267.26
2019,Information & Technology,Inter-Divisional Recoveries,,17581071.74
2019,Information & Technology,Sundry and Other Revenues,,435425
2019,Information & Technology,Transfers from Capital Fund,,31733295.2
2019,Information & Technology,User Fees & Donations,,143460.05
2019,Legal Services,Contribution From Reserves/Reserve Funds,,1790097
2019,Legal Services,Inter-Divisional Recoveries,,30722963.8
2019,Legal Services,Sundry and Other Revenues,,6554890.95
2019,Legal Services,Transfers from Capital Fund,,1764183.07
2019,Legal Services,User Fees & Donations,,5234609.42
2019,Long Term Care Homes & Services,Inter-Divisional Recoveries,,273016
2019,Long Term Care Homes & Services,Provincial Subsidies,,163287431.4
2019,Long Term Care Homes & Services,Sundry and Other Revenues,,335000
2019,Long Term Care Homes & Services,Transfers from Capital Fund,,300000
2019,Long Term Care Homes & Services,User Fees & Donations,,54875340
2019,Municipal Licensing & Standards,Inter-Divisional Recoveries,,2543106.47
2019,Municipal Licensing & Standards,Licences & Permits Revenue,,33330921.71
2019,Municipal Licensing & Standards,Sundry and Other Revenues,,1119046.95
2019,Municipal Licensing & Standards,User Fees & Donations,,4991536.01
2019,Non-Program Expenditures,Contribution From Reserves/Reserve Funds,,160683440.4
2019,Non-Program Expenditures,Inter-Divisional Recoveries,,917058
2019,Non-Program Expenditures,Sundry and Other Revenues,,4865957
2019,Non-Program Expenditures,User Fees & Donations,,5549000
2019,Non-Program Revenues,Contribution From Reserves/Reserve Funds,,91600000
2019,Non-Program Revenues,Inter-Divisional Recoveries,,35299700
2019,Non-Program Revenues,Licences & Permits Revenue,,4563152
2019,Non-Program Revenues,Provincial Subsidies,,3000000.2
2019,Non-Program Revenues,Sundry and Other Revenues,,1363674704
2019,Non-Program Revenues,User Fees & Donations,,26216950.96
2019,Non-Program Taxation Tax Levy,Sundry and Other Revenues,,4397555751
2019,Office of the Chief Financial Officer,Contribution From Reserves/Reserve Funds,,2591101.17
2019,Office of the Chief Financial Officer,Inter-Divisional Recoveries,,4203336.58
2019,Office of the Chief Financial Officer,Sundry and Other Revenues,,42105.3
2019,Office of the Chief Financial Officer,Transfers from Capital Fund,,2663957.25
2019,Office of the Controller,Contribution From Reserves/Reserve Funds,,4390381.11
2019,Office of the Controller,Inter-Divisional Recoveries,,25323673.1
2019,Office of the Controller,Sundry and Other Revenues,,3896671.04
2019,Office of the Controller,Transfers from Capital Fund,,4424638.42
